location_id,latitude,longitude,flood_severity,population_density,avg_income,predominant_household_type,demand_hygiene,demand_clothing,demand_food,nearest_dist_point_id,dist_point_latitude,dist_point_longitude,distance_to_point_km,point_capacity_hygiene,point_capacity_clothing,point_capacity_food,accessibility_score
LOC_a03400ae,-23.478983766691382,-46.67452934838449,2,2341.67,1128.48,Família com Crianças,4,2,4,DP_e85b803d,-23.476551386484136,-46.672197503533354,0.36,9,3,4,10
LOC_6f7554c4,-23.575902595597228,-46.6096400292243,3,923.72,975.44,Família com Crianças,8,6,4,DP_a6e04c58,-23.580882963693625,-46.597846107643335,1.32,5,10,5,7
LOC_b93560c1,-23.465066897039957,-46.57564419367263,3,1733.72,3730.68,Família com Crianças,4,9,9,DP_add8a21a,-23.445722312961912,-46.579277303118424,2.18,3,6,10,6
LOC_3dc1c438,-23.509965561163096,-46.765559954749264,2,639.1,2067.64,Casal,6,1,2,DP_a54904ce,-23.51353339304898,-46.74593307234313,2.04,5,2,8,6
LOC_a7c5742c,-23.485368166961766,-46.723739817487974,2,1244.47,6414.58,Família com Crianças,5,7,4,DP_0ebff7ba,-23.483499439277384,-46.71833794171456,0.59,10,7,8,8
LOC_52d99bab,-23.66595615554488,-46.652312314873654,3,496.0,1158.39,Casal,6,5,3,DP_00670d2b,-23.64530423036534,-46.632571571084796,3.05,1,9,1,5
LOC_da97cc77,-23.45075132449774,-46.76294499509905,3,1627.85,4920.1,Idosos,7,3,4,DP_5efad43c,-23.449178349861636,-46.78862134213231,2.62,4,10,5,6
LOC_30c88808,-23.658386315611356,-46.57913824731637,3,1280.78,5356.92,Casal,6,1,4,DP_e82396bc,-23.654765833563626,-46.547771504507246,3.21,2,7,8,8
LOC_25fb5402,-23.573947964351973,-46.712618085476215,2,1293.52,676.36,Adulto Sozinho,3,3,4,DP_2292002c,-23.580491623989225,-46.69087774938304,2.33,8,1,6,7
LOC_c46f872a,-23.687443887328637,-46.51127946572421,2,365.55,5704.64,Casal,4,1,4,DP_e82396bc,-23.654765833563626,-46.547771504507246,5.19,2,7,8,6
LOC_d795d095,-23.462980853815473,-46.69906152408002,3,1412.96,5176.1,Adulto Sozinho,6,5,7,DP_0ebff7ba,-23.483499439277384,-46.71833794171456,3.01,10,7,8,5
LOC_19df8750,-23.41453456377438,-46.543056333738754,4,321.16,1326.39,Família com Crianças,7,6,4,DP_f1441d18,-23.41135547459535,-46.51544828235832,2.83,7,1,9,4
LOC_eed1a023,-23.451303685073935,-46.72044421006298,4,584.9,1396.21,Casal,9,9,6,DP_3a71bf58,-23.43519692543406,-46.70158743862493,2.62,7,7,10,5
LOC_852fe3ca,-23.579750307376415,-46.795243854191234,1,1648.54,1096.43,Adulto Sozinho,2,1,1,DP_343959a8,-23.582683765439054,-46.76817242326442,2.77,3,9,2,5
LOC_15a55178,-23.5983163022877,-46.574546110106716,2,430.56,3832.28,Família com Crianças,3,8,2,DP_a6e04c58,-23.580882963693625,-46.597846107643335,3.06,5,10,5,6
LOC_00adf813,-23.529372873398522,-46.52108656021163,4,213.43,2391.82,Idosos,7,7,7,DP_bee23920,-23.5371057126562,-46.509873617866766,1.43,8,3,10,7
LOC_d78f3257,-23.441620194327648,-46.78813990586681,2,1323.5,1771.43,Idosos,3,1,5,DP_5efad43c,-23.449178349861636,-46.78862134213231,0.84,4,10,5,8
LOC_a8cb689a,-23.679088174615853,-46.763494243321865,1,1504.89,2919.58,Família com Crianças,3,6,5,DP_3fa9402c,-23.643582018815305,-46.79543261504149,5.11,7,5,6,6
LOC_42eab934,-23.621892981987294,-46.71196683060185,3,719.23,3832.78,Família com Crianças,6,4,6,DP_92787c0a,-23.63476440130138,-46.71492660975597,1.46,3,10,2,6
LOC_c336087a,-23.670083820969456,-46.5668107025207,3,487.26,1100.66,Casal,4,6,3,DP_e82396bc,-23.654765833563626,-46.547771504507246,2.58,2,7,8,6
LOC_b155d79a,-23.68024244469013,-46.711830039023546,1,372.43,1484.58,Casal,6,1,1,DP_92787c0a,-23.63476440130138,-46.71492660975597,5.06,3,10,2,7
LOC_14c656e3,-23.438136193767097,-46.545851244379016,4,1115.83,3224.46,Família com Crianças,7,10,6,DP_add8a21a,-23.445722312961912,-46.579277303118424,3.51,3,6,10,6
LOC_43e164f4,-23.566914771520988,-46.72343688973456,3,2009.37,3474.33,Família com Crianças,9,9,4,DP_3995de33,-23.57631254942576,-46.74539001789135,2.47,8,2,7,6
LOC_d109a36d,-23.446028559479632,-46.72702571324936,3,1934.53,4548.79,Adulto Sozinho,4,5,4,DP_3a71bf58,-23.43519692543406,-46.70158743862493,2.86,7,7,10,5
LOC_938f3f62,-23.46920112426086,-46.53829553246915,2,1129.26,1934.59,Família com Crianças,5,9,4,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,1.15,8,6,4,10
LOC_8f467c34,-23.661558136804242,-46.768962634691135,1,515.76,500.0,Adulto Sozinho,3,2,3,DP_3fa9402c,-23.643582018815305,-46.79543261504149,3.35,7,5,6,5
LOC_ba1ef85f,-23.51051387849018,-46.534659060711036,3,1872.61,4468.65,Casal,7,4,5,DP_bf7dae2b,-23.511500995954705,-46.5273576580429,0.75,1,10,9,7
LOC_755924fd,-23.57221472760194,-46.7459411391864,2,1240.8,1200.16,Família com Crianças,4,3,6,DP_3995de33,-23.57631254942576,-46.74539001789135,0.46,8,2,7,9
LOC_2c47c71d,-23.633486871969662,-46.70942644207066,1,844.05,944.77,Família com Crianças,1,5,5,DP_92787c0a,-23.63476440130138,-46.71492660975597,0.58,3,10,2,9
LOC_46505382,-23.677111654471112,-46.71829466242743,2,851.94,500.0,Idosos,5,5,8,DP_92787c0a,-23.63476440130138,-46.71492660975597,4.71,3,10,2,6
LOC_0d916c2a,-23.504079847330505,-46.52009321197776,3,1003.45,4370.41,Adulto Sozinho,5,3,4,DP_bf7dae2b,-23.511500995954705,-46.5273576580429,1.11,1,10,9,7
LOC_35542bc1,-23.67194169029062,-46.67192525182552,1,1311.45,2717.58,Idosos,1,3,4,DP_00670d2b,-23.64530423036534,-46.632571571084796,4.98,1,9,1,7
LOC_91a7ff37,-23.62421137168184,-46.786869130242984,2,3123.44,1389.65,Casal,1,5,1,DP_07311449,-23.630234365078177,-46.79922003486498,1.42,1,4,9,8
LOC_8a7b5cc5,-23.553716555806034,-46.59649662050719,3,2864.82,2121.17,Família com Crianças,7,5,5,DP_681b33b5,-23.563742760790948,-46.59742241854985,1.12,10,10,9,10
LOC_1952b85b,-23.655925289491204,-46.539955704060446,3,2222.26,2022.19,Idosos,5,3,7,DP_e82396bc,-23.654765833563626,-46.547771504507246,0.81,2,7,8,8
LOC_11061b8e,-23.62207389117805,-46.58937168482002,4,806.35,607.02,Adulto Sozinho,7,8,7,DP_10a1b32b,-23.62839796787828,-46.56361465380137,2.71,2,7,1,5
LOC_6db295e7,-23.6631456695458,-46.6989329741763,2,1337.66,3285.43,Família com Crianças,3,3,7,DP_92787c0a,-23.63476440130138,-46.71492660975597,3.55,3,10,2,5
LOC_fd1e4ac5,-23.68627010071209,-46.66853186853286,1,2048.24,863.88,Casal,4,1,3,DP_00670d2b,-23.64530423036534,-46.632571571084796,5.83,1,9,1,9
LOC_7f992f4e,-23.54823644045664,-46.77858849341325,2,575.75,963.86,Adulto Sozinho,4,3,2,DP_278ff609,-23.520351156484153,-46.78442654717463,3.15,2,4,1,7
LOC_11ee33b7,-23.478609483343643,-46.73447931604816,2,1623.47,3295.46,Família com Crianças,5,7,5,DP_0ebff7ba,-23.483499439277384,-46.71833794171456,1.73,10,7,8,5
LOC_1f139817,-23.653565397864075,-46.71209284268028,1,1879.81,3677.25,Adulto Sozinho,3,1,4,DP_92787c0a,-23.63476440130138,-46.71492660975597,2.11,3,10,2,8
LOC_b5fcaea3,-23.57329094686744,-46.600448521349755,3,540.27,3405.88,Família com Crianças,3,9,5,DP_a6e04c58,-23.580882963693625,-46.597846107643335,0.88,5,10,5,9
LOC_6e5f13b1,-23.42162498867807,-46.65776790341731,4,1335.99,2289.04,Casal,8,2,7,DP_f793fdd2,-23.431616529114766,-46.66263748164485,1.21,6,7,7,7
LOC_142a572b,-23.418315367201018,-46.68114419421317,3,589.2,4595.88,Casal,5,7,1,DP_f793fdd2,-23.431616529114766,-46.66263748164485,2.39,6,7,7,7
LOC_11d92065,-23.445482226169275,-46.79838096666062,2,1954.08,4691.55,Família com Crianças,4,5,4,DP_5efad43c,-23.449178349861636,-46.78862134213231,1.08,4,10,5,6
LOC_ca4df1ee,-23.55344038495394,-46.68198720319551,3,2684.59,2215.62,Família com Crianças,8,9,5,DP_5af9beb7,-23.54347991050569,-46.675420925446126,1.29,9,8,9,8
LOC_911f131b,-23.453817550658258,-46.56948349869015,4,510.59,2675.33,Idosos,8,4,9,DP_add8a21a,-23.445722312961912,-46.579277303118424,1.34,3,6,10,9
LOC_ca702e9e,-23.577681055771816,-46.50651743405416,4,1466.63,2822.72,Casal,8,8,6,DP_bee23920,-23.5371057126562,-46.509873617866766,4.52,8,3,10,5
LOC_dc1233f2,-23.539192467730572,-46.77269675843645,4,7119.76,2075.64,Família com Crianças,7,10,10,DP_278ff609,-23.520351156484153,-46.78442654717463,2.41,2,4,1,3
LOC_b0616b63,-23.61810074175805,-46.528749071129134,4,519.43,3311.7,Família com Crianças,8,8,10,DP_d8b2af58,-23.60816697866152,-46.539444179453824,1.55,7,4,3,5
LOC_b962d0dc,-23.47402613706788,-46.78052074724571,2,4270.44,3232.56,Família com Crianças,3,6,7,DP_803fe971,-23.482326056051757,-46.76214704832643,2.09,10,1,1,5
LOC_2dcf432e,-23.637740716088036,-46.54715224949278,2,533.37,4932.93,Família com Crianças,3,5,1,DP_9143fac9,-23.62815516127242,-46.542894181220035,1.15,4,4,5,10
LOC_b0f102b3,-23.5174399037465,-46.63841982922627,3,811.42,1313.94,Adulto Sozinho,5,2,1,DP_2797e0bd,-23.51956257185729,-46.63257593664645,0.64,2,4,3,6
LOC_89f5ebc3,-23.53046953130015,-46.60720810581251,3,5058.85,2545.6,Família com Crianças,4,7,7,DP_ea4ff28e,-23.539984614076108,-46.58729301667153,2.29,10,7,5,6
LOC_0d26fc20,-23.40210966938419,-46.570357369372395,3,398.08,1152.49,Idosos,8,4,7,DP_7059a760,-23.40429089035877,-46.61114916541199,4.16,4,2,10,5
LOC_302def32,-23.5475808676891,-46.62612441236483,3,849.65,2044.28,Casal,5,2,1,DP_212e2a78,-23.559714587099716,-46.618339810731236,1.56,5,9,10,5
LOC_0bb9d435,-23.421136667731616,-46.61944737058041,3,670.04,1375.98,Família com Crianças,5,7,7,DP_9d82889e,-23.412487099186073,-46.61579868604996,1.03,9,2,8,8
LOC_5d03947b,-23.679345671740084,-46.7069892123431,4,368.21,1814.07,Família com Crianças,8,8,7,DP_92787c0a,-23.63476440130138,-46.71492660975597,5.01,3,10,2,3
LOC_935ad7de,-23.509595229937613,-46.79378418996958,2,2153.24,6741.15,Família com Crianças,5,5,7,DP_278ff609,-23.520351156484153,-46.78442654717463,1.53,2,4,1,8
LOC_39c3abb0,-23.62034637750373,-46.74327071898666,1,2149.76,500.0,Casal,1,5,3,DP_92787c0a,-23.63476440130138,-46.71492660975597,3.3,3,10,2,6
LOC_e86c0f49,-23.66678348214809,-46.72082461797973,2,680.41,3968.54,Adulto Sozinho,2,6,4,DP_92787c0a,-23.63476440130138,-46.71492660975597,3.6,3,10,2,7
LOC_7be0f206,-23.695695718399403,-46.53658809763794,2,1626.12,4509.61,Idosos,5,3,4,DP_e82396bc,-23.654765833563626,-46.547771504507246,4.68,2,7,8,8
LOC_665e5a43,-23.474810605083693,-46.613920407985546,2,1279.52,1852.85,Adulto Sozinho,2,5,4,DP_016f9fd0,-23.497880501976127,-46.591292407219186,3.44,3,6,1,6
LOC_d4e0615c,-23.568447028763398,-46.577134895933995,3,1040.12,6376.29,Casal,6,2,4,DP_e3b3e572,-23.56900733739578,-46.57788991054601,0.1,9,7,9,8
LOC_a629ce8d,-23.659303325837996,-46.65210387386544,3,2773.92,3195.33,Adulto Sozinho,4,7,3,DP_00670d2b,-23.64530423036534,-46.632571571084796,2.52,1,9,1,5
LOC_bea204d7,-23.68693938576867,-46.66507427205962,1,449.11,1248.95,Casal,3,2,7,DP_00670d2b,-23.64530423036534,-46.632571571084796,5.68,1,9,1,6
LOC_a8c749d3,-23.43355498723787,-46.71854859783155,3,2390.08,3425.6,Adulto Sozinho,5,1,1,DP_3a71bf58,-23.43519692543406,-46.70158743862493,1.74,7,7,10,8
LOC_594de9a9,-23.486341201545574,-46.68091612189009,3,1646.38,500.0,Família com Crianças,6,3,6,DP_e85b803d,-23.476551386484136,-46.672197503533354,1.4,9,3,4,9
LOC_239a12c6,-23.59564150684969,-46.752539093280916,2,790.77,500.0,Casal,4,3,8,DP_343959a8,-23.582683765439054,-46.76817242326442,2.14,3,9,2,6
LOC_63e0220c,-23.529402912173612,-46.579795669680884,4,619.24,2022.03,Família com Crianças,9,9,6,DP_ea4ff28e,-23.539984614076108,-46.58729301667153,1.4,10,7,5,6
LOC_59e3cdb6,-23.486861155935397,-46.70023485602498,4,716.57,2245.03,Família com Crianças,7,7,6,DP_0ebff7ba,-23.483499439277384,-46.71833794171456,1.88,10,7,8,7
LOC_4a643257,-23.584176885400982,-46.679037362051275,2,2280.53,500.0,Família com Crianças,6,10,2,DP_2292002c,-23.580491623989225,-46.69087774938304,1.27,8,1,6,7
LOC_bec22986,-23.65547012941991,-46.730164876859384,3,961.64,1925.16,Casal,9,6,5,DP_92787c0a,-23.63476440130138,-46.71492660975597,2.77,3,10,2,4
LOC_7f772c6f,-23.649573907391147,-46.58684175969328,1,1238.11,1886.39,Casal,3,2,1,DP_10a1b32b,-23.62839796787828,-46.56361465380137,3.33,2,7,1,8
LOC_0736752e,-23.411411203868347,-46.62276298773761,3,708.74,3982.06,Família com Crianças,5,9,6,DP_9d82889e,-23.412487099186073,-46.61579868604996,0.72,9,2,8,8
LOC_1a1e8259,-23.515350642276335,-46.51245295094047,2,927.15,1087.09,Adulto Sozinho,1,2,3,DP_bf7dae2b,-23.511500995954705,-46.5273576580429,1.58,1,10,9,8
LOC_9491c822,-23.60788226693238,-46.68839532806431,1,479.5,3498.94,Adulto Sozinho,4,1,1,DP_acf77492,-23.609343827131887,-46.67888248558128,0.98,2,3,7,9
LOC_0595a74e,-23.670571863878926,-46.639363468391984,2,1068.81,3945.31,Família com Crianças,5,4,4,DP_00670d2b,-23.64530423036534,-46.632571571084796,2.89,1,9,1,8
LOC_47681003,-23.439363091548937,-46.6906593027335,2,2299.95,2041.68,Casal,5,2,2,DP_3a71bf58,-23.43519692543406,-46.70158743862493,1.21,7,7,10,7
LOC_bd5c09f4,-23.483967316183726,-46.50541296350233,4,738.0,7108.34,Idosos,5,5,5,DP_bf7dae2b,-23.511500995954705,-46.5273576580429,3.79,1,10,9,3
LOC_75e2873b,-23.66881771765167,-46.67203863269195,3,1348.46,3251.94,Casal,4,5,5,DP_00670d2b,-23.64530423036534,-46.632571571084796,4.79,1,9,1,6
LOC_cecb8760,-23.524774793736395,-46.65736842942576,3,968.5,3874.27,Casal,6,3,5,DP_c3143460,-23.536034150499972,-46.66301473004276,1.38,9,1,7,5
LOC_5fc45f78,-23.54161955718555,-46.59978288692863,3,401.09,3280.67,Família com Crianças,7,7,3,DP_ea4ff28e,-23.539984614076108,-46.58729301667153,1.28,10,7,5,6
LOC_45d31670,-23.64014970499569,-46.72906408915244,1,934.3,1699.14,Família com Crianças,3,3,1,DP_92787c0a,-23.63476440130138,-46.71492660975597,1.56,3,10,2,8
LOC_0e1dbf7d,-23.521324077584183,-46.70532275825562,4,1330.94,9186.28,Idosos,9,7,6,DP_eeaf801e,-23.531213276674276,-46.71786423760367,1.68,7,3,5,5
LOC_7f393f27,-23.471177969729517,-46.61535454792132,2,417.35,5143.08,Adulto Sozinho,4,3,4,DP_95a74d50,-23.452744487818617,-46.638285576622025,3.1,3,3,8,6
LOC_15b25cbb,-23.50422840886463,-46.75938276552032,2,540.66,706.52,Idosos,1,2,3,DP_a54904ce,-23.51353339304898,-46.74593307234313,1.71,5,2,8,6
LOC_3064f9c8,-23.615280793455767,-46.71765944910503,1,2021.88,500.0,Família com Crianças,2,5,1,DP_105d35a6,-23.603584515220458,-46.70223643187409,2.04,8,9,4,8
LOC_732be8f2,-23.582516246112988,-46.61406815460393,2,1361.23,3301.47,Casal,4,1,1,DP_a6e04c58,-23.580882963693625,-46.597846107643335,1.66,5,10,5,7
LOC_9bd8cd77,-23.43498750122129,-46.73476661486014,2,841.69,883.18,Casal,4,2,3,DP_3a71bf58,-23.43519692543406,-46.70158743862493,3.38,7,7,10,6
LOC_64f28299,-23.4036323335563,-46.61135451898427,3,424.54,4019.1,Adulto Sozinho,6,7,4,DP_7059a760,-23.40429089035877,-46.61114916541199,0.08,4,2,10,6
LOC_eaebd72d,-23.429189950175985,-46.781069408913396,2,1539.38,2151.08,Casal,5,6,1,DP_5efad43c,-23.449178349861636,-46.78862134213231,2.35,4,10,5,7
LOC_85428cb7,-23.51803457063798,-46.57563233484791,2,1085.25,5014.81,Família com Crianças,3,5,2,DP_ea4ff28e,-23.539984614076108,-46.58729301667153,2.71,10,7,5,7
LOC_9831cf47,-23.405319345608035,-46.69963674661762,2,2716.14,500.0,Adulto Sozinho,4,4,2,DP_3a71bf58,-23.43519692543406,-46.70158743862493,3.32,7,7,10,7
LOC_c3d6b629,-23.643957459175184,-46.687618310289274,2,272.75,2160.02,Família com Crianças,2,7,5,DP_d3d78729,-23.622196965111417,-46.67848120761651,2.59,2,3,6,7
LOC_daa5ee4c,-23.54395277724279,-46.55216735722929,3,531.93,1825.62,Família com Crianças,7,7,6,DP_d8734910,-23.547536481487874,-46.56496540563815,1.36,4,8,6,6
LOC_6129cc5c,-23.501107813336194,-46.5823744600258,4,1668.93,3460.79,Família com Crianças,7,9,10,DP_016f9fd0,-23.497880501976127,-46.591292407219186,0.98,3,6,1,6
LOC_65fb1565,-23.61467177469106,-46.67865749209938,1,384.41,3025.41,Casal,3,2,1,DP_acf77492,-23.609343827131887,-46.67888248558128,0.59,2,3,7,8
LOC_557c1f6f,-23.651687866349885,-46.6580486408767,2,1583.61,500.0,Casal,5,2,4,DP_00670d2b,-23.64530423036534,-46.632571571084796,2.69,1,9,1,6
LOC_773421d7,-23.47073172549706,-46.78979902148328,2,790.12,5406.72,Adulto Sozinho,6,4,2,DP_5efad43c,-23.449178349861636,-46.78862134213231,2.4,4,10,5,5
LOC_0aaecc70,-23.43854814267753,-46.618185379096886,4,1564.59,2512.12,Adulto Sozinho,6,6,4,DP_95a74d50,-23.452744487818617,-46.638285576622025,2.58,3,3,8,6
LOC_a1632d23,-23.530596935841025,-46.6439460291605,3,441.78,1004.16,Adulto Sozinho,7,3,4,DP_2797e0bd,-23.51956257185729,-46.63257593664645,1.69,2,4,3,4
LOC_4c685663,-23.57557199031599,-46.64421644608738,4,3203.57,2129.16,Adulto Sozinho,5,5,8,DP_a00fb47c,-23.562621931093844,-46.63620259607727,1.65,4,10,2,5
LOC_7aa17ea9,-23.41807167395948,-46.75186058416785,3,2165.66,2156.68,Família com Crianças,9,7,4,DP_5efad43c,-23.449178349861636,-46.78862134213231,5.09,4,10,5,3
LOC_9186a5e4,-23.4292468074973,-46.63388435156631,4,1843.0,2326.58,Idosos,7,5,8,DP_9d82889e,-23.412487099186073,-46.61579868604996,2.62,9,2,8,7
LOC_1f22073a,-23.528393539172132,-46.70216292108755,2,1213.43,2310.65,Adulto Sozinho,6,2,4,DP_eeaf801e,-23.531213276674276,-46.71786423760367,1.63,7,3,5,5
LOC_c071fcb3,-23.6630252530146,-46.79326116995593,1,295.97,1282.79,Adulto Sozinho,3,4,4,DP_3fa9402c,-23.643582018815305,-46.79543261504149,2.17,7,5,6,7
LOC_9f4da488,-23.65825486842066,-46.77198857385409,2,722.67,592.71,Idosos,5,2,3,DP_3fa9402c,-23.643582018815305,-46.79543261504149,2.89,7,5,6,6
LOC_18c2ef42,-23.6720657098607,-46.73782373066446,2,460.73,5733.75,Família com Crianças,3,6,1,DP_92787c0a,-23.63476440130138,-46.71492660975597,4.75,3,10,2,7
LOC_3b1df4ac,-23.422266124512664,-46.65201609399699,3,795.15,4268.13,Adulto Sozinho,6,4,2,DP_f793fdd2,-23.431616529114766,-46.66263748164485,1.5,6,7,7,8
LOC_35040a78,-23.676221557670157,-46.641161968699755,2,1023.66,1948.93,Casal,6,1,8,DP_00670d2b,-23.64530423036534,-46.632571571084796,3.54,1,9,1,7
LOC_375079ba,-23.420906839077084,-46.60467202420576,4,738.61,986.94,Família com Crianças,7,8,10,DP_9d82889e,-23.412487099186073,-46.61579868604996,1.47,9,2,8,5
LOC_171e10e1,-23.544601408563004,-46.63578602691582,3,684.28,3475.68,Casal,6,6,3,DP_d3e22f02,-23.55225828470366,-46.653110209687966,1.96,4,6,5,6
LOC_475633bc,-23.60984871515864,-46.68615478638081,3,3248.68,1727.67,Casal,3,5,7,DP_acf77492,-23.609343827131887,-46.67888248558128,0.74,2,3,7,5
LOC_c5440dc1,-23.575848120383956,-46.53999891907022,3,2284.42,2452.2,Casal,4,5,6,DP_d8b2af58,-23.60816697866152,-46.539444179453824,3.59,7,4,3,5
LOC_bc980232,-23.635849773115453,-46.58885184198111,2,719.63,500.0,Família com Crianças,3,3,5,DP_10a1b32b,-23.62839796787828,-46.56361465380137,2.7,2,7,1,10
LOC_7cf72915,-23.408677977969525,-46.654959251883284,4,994.38,2444.89,Família com Crianças,4,9,4,DP_f793fdd2,-23.431616529114766,-46.66263748164485,2.66,6,7,7,5
LOC_7884e8ce,-23.43663379723031,-46.628130901358745,3,1490.34,7403.24,Família com Crianças,6,7,5,DP_95a74d50,-23.452744487818617,-46.638285576622025,2.07,3,3,8,6
LOC_717b8795,-23.574181534306877,-46.524050580901736,4,590.44,2588.83,Casal,6,4,6,DP_d8b2af58,-23.60816697866152,-46.539444179453824,4.08,7,4,3,5
LOC_d4b19e97,-23.518180807970957,-46.58591113205974,2,1789.89,1466.06,Adulto Sozinho,5,3,5,DP_016f9fd0,-23.497880501976127,-46.591292407219186,2.32,3,6,1,4
LOC_b82dd1d3,-23.480963542946697,-46.58521264712083,3,1942.09,912.47,Adulto Sozinho,5,8,3,DP_016f9fd0,-23.497880501976127,-46.591292407219186,1.98,3,6,1,6
LOC_2c986558,-23.499452073308646,-46.5402335525681,4,476.61,851.31,Família com Crianças,5,5,8,DP_c17028c9,-23.490063501878993,-46.544020802933176,1.11,3,5,6,5
LOC_61d8b85a,-23.578596508907328,-46.61530841173496,2,3601.96,2218.94,Adulto Sozinho,4,2,6,DP_a6e04c58,-23.580882963693625,-46.597846107643335,1.79,5,10,5,7
LOC_43ad2cba,-23.5200529603776,-46.689727715217636,2,616.5,7066.94,Casal,4,4,3,DP_b94f8228,-23.501066491511626,-46.685593555369756,2.15,1,5,9,8
LOC_5e7368b6,-23.544975859329167,-46.54661707457591,4,3466.13,7243.91,Casal,7,6,9,DP_d8734910,-23.547536481487874,-46.56496540563815,1.89,4,8,6,4
LOC_13762594,-23.69830865930421,-46.57443886099368,1,1018.12,830.65,Adulto Sozinho,4,1,2,DP_3b1ed2d1,-23.692287237134426,-46.599988112303,2.68,2,7,3,8
